Player ID,Name,First Name,Last Name,Age,Birth Date,Birth Place,Birth Country,Nationality,Height,Weight,Injured,Photo,TeamID,TeamName,TeamLogo,GamesAppearences,GamesLineups,GamesMin,GamesNumber,GamesPosition,GamesRating,GamesCaptain,SubsIn,SubsOut,SubsBench,ShotsTotal,ShotsOn,ShotsGoals,ShotsConceded,ShotsAssists,ShotsSaves,PassesTotal,PassesKey,PassesAccuracy,TacklesTotal,TacklesBlocks,TacklesInterceptions,DuelsTotal,DuelsWon,DribblesAttempts,DribblesSuccess,DribblesPast,FoulsDrawn,FoulsCommitted,CardsYellow,CardsYellowRed,CardsRed,PenaltyWon,PenaltyCommited,PenaltyScored,PenaltyMissed,PenaltySaved,TeamID2,TeamName2,TeamLogo2,GamesAppearences2,GamesLineups2,GamesMin2,GamesNumber2,GamesPosition2,GamesRating2,GamesCaptain2,SubsIn2,SubsOut2,SubsBench2,ShotsTotal2,ShotsOn2,ShotsGoals2,ShotsConceded2,ShotsAssists2,ShotsSaves2,PassesTotal2,PassesKey2,PassesAccuracy2,TacklesTotal2,TacklesBlocks2,TacklesInterceptions2,DuelsTotal2,DuelsWon2,DribblesAttempts2,DribblesSuccess2,DribblesPast2,FoulsDrawn2,FoulsCommitted2,CardsYellow2,CardsYellowRed2,CardsRed2,PenaltyWon2,PenaltyCommited2,PenaltyScored2,PenaltyMissed2,PenaltySaved2
339959,A. Yeşilyurt,Ali,Yeşilyurt,19,7/30/2005,null,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/339959.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0, null, Defender, null, False,0,0,15, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
341840,F. Paoletti,Flavio,Paoletti,21,1/16/2003,San Benedetto,Italy,Italy,null,null,FALSE,https://media.api-sports.io/football/players/341840.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,14,5,564, null, Midfielder, '6.614285', False,9,2,20,6,3,0,0,1, null,259,7,15,2,1,9,51,22,8,4, null,9,9,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
343145,E. Sayhan,Efe,Sayhan,19,1/1/2005,İstanbul,Türkiye,Türkiye,176 cm,null,FALSE,https://media.api-sports.io/football/players/343145.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,1,0,3, null, Midfielder, '6.900000', False,1,0,7, null, null,0,0, null, null,2, null,1,2, null,1,4,3,1, null, null,1, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
344112,H. Kırıkcı,Hüseyincan,Kırıkcı,19,3/9/2004,Bartın,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/344112.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
346676,M. Ergin,Muhammed Emin,Ergin,22,4/24/2001,Kayseri,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/346676.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
349364,M. Koç,Musa,Koç,19,9/7/2004,Antalya,Türkiye,Türkiye,190 cm,null,FALSE,https://media.api-sports.io/football/players/349364.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
350334,A. Kumru,Arda,Kumru,18,7/5/2005,Ankara,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/350334.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
350578,E. Berberoğlu,Eren,Berberoğlu,21,3/6/2003,Denizli,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/350578.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
352115,M. Serbest,Mücahit,Serbest,20,11/23/2004,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/352115.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,0,0,0, null, Goalkeeper, null, False,0,0,18, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
353806,H. Erkip,Hayrullah,Erkip,21,6/20/2003,Kayseri,Türkiye,Türkiye,175 cm,null,FALSE,https://media.api-sports.io/football/players/353806.png,1001, Kayserispor, https://media.api-sports.io/football/teams/1001.png,4,0,61, null, Midfielder, '6.325000', False,4,0,14,1, null,0,0, null, null,17,1,3,1, null,1,17,9,6,6, null,1,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
353896,Z. Kayalı,Zeki Furkan,Kayalı,20,8/17/2003,Rize,Türkiye,Türkiye,197 cm,87 kg,FALSE,https://media.api-sports.io/football/players/353896.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png,0,0,0, null, Goalkeeper, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
355983,B. Ateşyakan,Berkay,Ateşyakan,20,5/31/2003,Ankara,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/355983.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
356281,F. Ceylan,Furkan,Ceylan,20,1/1/2003,Kırıkkale,Türkiye,Türkiye,179 cm,null,FALSE,https://media.api-sports.io/football/players/356281.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
357046,B. Aydınlık,Bora,Aydınlık,18,5/9/2005,Miami,USA,Türkiye,181 cm,null,FALSE,https://media.api-sports.io/football/players/357046.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
357284,S. Bangoura,Sékou Tidiany,Bangoura,22,4/5/2002,null,Guinea,Guinea,null,null,FALSE,https://media.api-sports.io/football/players/357284.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
359301,B. Sarka,Baran,Sarka,22,6/11/2001,Beverwijk,Netherlands,Netherlands,null,null,FALSE,https://media.api-sports.io/football/players/359301.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
362424,İ. Demir,İbrahim,Demir,19,7/1/2005,Uşak,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/362424.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png,0,0,0, null, Midfielder, null, False,0,0,6, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364377,E. Tintiş,Emir,Tintiş,20,1/12/2004,Edirne,Türkiye,Türkiye,187 cm,null,FALSE,https://media.api-sports.io/football/players/364377.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,3,0,57, null, Defender, '6.300000', False,3,0,25, null, null,0,0, null, null,19, null,4, null, null,1,5,2,1, null, null,2, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364378,H. Akman,Hamza Yiğit,Akman,20,9/27/2004,İstanbul,Türkiye,Türkiye,170 cm,null,FALSE,https://media.api-sports.io/football/players/364378.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0, null, Midfielder, null, False,0,0,8, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364379,B. Aksaka,Özgür Baran,Aksaka,21,1/29/2003,İstanbul,Türkiye,Türkiye,178 cm,74 kg,FALSE,https://media.api-sports.io/football/players/364379.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0, null, Midfielder, null, False,0,0,1, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364594,Y. Demir,Yiğit Efe,Demir,20,8/2/2004,İstanbul,Türkiye,Türkiye,192 cm,null,FALSE,https://media.api-sports.io/football/players/364594.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364597,Jo Jin-Ho,Jin-Ho,Jo,21,7/10/2003,null,Korea Republic,Korea Republic,172 cm,null,FALSE,https://media.api-sports.io/football/players/364597.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364598,Y. Kocatürk,Yusuf,Kocatürk,20,7/27/2004,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/364598.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
364602,U. Keçeci,Umut Yaşar,Keçeci,19,2/11/2004,İstanbul,Türkiye,Türkiye,180 cm,null,FALSE,https://media.api-sports.io/football/players/364602.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
367534,H. Bağcı,Halil,Bağcı,21,4/4/2003,Gaziantep,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/367534.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
367637,Ü. Akdağ,Ümit,Akdağ,20,10/6/2003,Bucureşti,Romania,Romania,null,null,FALSE,https://media.api-sports.io/football/players/367637.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
367642,Y. Şentürk,Yunus Emre,Şentürk,20,5/5/2003,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/367642.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368119,E. Tak,Emirhan,Tak,20,4/10/2003,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/368119.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368120,K. Onaran,Kaan,Onaran,20,1/1/2004,Antalya,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/368120.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368125,E. Balcı,Ethem,Balcı,21,6/17/2003,Kayseri,Türkiye,Türkiye,184 cm,null,FALSE,https://media.api-sports.io/football/players/368125.png,1001, Kayserispor, https://media.api-sports.io/football/teams/1001.png,0,0,0, null, Attacker, null, False,0,0,4, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368141,F. Akyüz,Furkan Onur,Akyüz,19,9/21/2005,Bursa,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/368141.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,0,0,0, null, Goalkeeper, null, False,0,0,4, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368175,M. Kartal,Mustafa Arda,Kartal,19,12/2/2004,Antalya,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/368175.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
368228,H. Boyacı,Hıjran Alı,Boyacı,18,1/11/2005,Edmonton,Canada,Türkiye,178 cm,null,FALSE,https://media.api-sports.io/football/players/368228.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
371929,E. Akman,Efe,Akman,18,3/20/2006,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/371929.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,1,0,0, null, Midfielder, null, False,1,0,5, null, null,0,0, null, null,1, null,1, null, null, null,1, null, null, null, null, null,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
372573,Eren Çakır,Eren,Çakır,19,2/18/2004,Bergisch Gladbach,Germany,Germany,null,null,FALSE,https://media.api-sports.io/football/players/372573.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
373704,M. Kuzucu,Mehmet,Kuzucu,21,9/20/2003,Gaziantep,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/373704.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,0,0,0, null, Midfielder, null, False,0,0,9, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
373859,F. Kurnaz,Mehmet Fatih,Kurnaz,22,7/11/2001,Erzurum,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/373859.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
379317,B. Kahraman,Bedirhan,Kahraman,20,1/1/2003,Şanlıurfa,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/379317.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
379318,A. Aydın,Anıl Batın,Aydın,20,1/9/2003,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/379318.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
379319,İ. Çam,İbrahim,Çam,20,1/1/2003,Sivas,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/379319.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
381479,Y. Erataman,Yağız Efe,Erataman,19,8/18/2005,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/381479.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,0,0,0, null, Goalkeeper, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
381812,Omar Fayed,Omar,Fayed Abdelwahab El Rakhawy,20,7/4/2003,null,Egypt,Egypt,null,null,FALSE,https://media.api-sports.io/football/players/381812.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
383860,E. Bulut,Emrecan,Bulut,22,11/26/2002,Ardahan,Türkiye,Türkiye,185 cm,null,FALSE,https://media.api-sports.io/football/players/383860.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,0,0,0, null, Attacker, null, False,0,0,4, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
385300,E. Güneş,Eray,Güneş,21,9/4/2003,Alanya,Türkiye,Türkiye,181 cm,null,FALSE,https://media.api-sports.io/football/players/385300.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
388577,E. Ezen,Emre,Ezen,19,9/26/2004,Rize,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/388577.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
388868,B. Demiroğlu,Baran,Demiroğlu,19,5/2/2005,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/388868.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,2,0,15, null, Attacker, '6.700000', False,2,0,10, null, null,0,0, null, null,4, null,3,1, null, null,4,2, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
388995,C. Doğan,Caner,Doğan,20,2/23/2004,Yozgat,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/388995.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
388997,A. Ordu,Atakan Nuri,Ordu,19,3/29/2005,Denizli,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/388997.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0, null, Goalkeeper, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
390603,B. Kırtaş,Bartu,Kırtaş,20,1/29/2004,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/390603.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,0,0,0, null, Defender, null, False,0,0,11, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
