player_name,first_name,last_name,age,birth_date,birth_country,nationality,height_cm,weight_kg,team_name,position,is_captain,appearances,starting_lineups,minutes_played,goals,assists,shots_saves,pass_accuracy,yellow_cards,red_cards,yellow_red_cards,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved
A. Uzun,Muhammed Arda,Uzun,18,2005-04-24,Türkiye,Türkiye,0,0,alanyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
R. Owusu,Raymond,Frimpong Owusu,21,2002-04-20,Ghana,Ghana,0,0,i̇stanbulspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Gürol,Yücel,Gürol,18,2005-05-30,Türkiye,Türkiye,0,0,adana demirspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Shehu,Florent,Shehu,22,2002-05-17,France,Switzerland,0,0,adana demirspor,Midfielder,False,1,0,3,0,0,0,2.0,0,0,0,0,0,0,0,0
T. Çukur,Tiago Süer Barbaros,Çukur,22,2002-11-30,Netherlands,Türkiye,0,0,fenerbahce,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Sergen Batın Kiradi,Sergen Batın,Kiradi,18,2005-01-01,Türkiye,Türkiye,0,0,adana demirspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Özdemir,Atakan Mert,Özdemir,19,2004-07-19,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Yılmaz,Oğuzhan Efe,Yılmaz,21,2003-06-17,Türkiye,Türkiye,0,0,kasimpasa,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Çinkaya,Kaan,Çinkaya,19,2004-01-06,Türkiye,Türkiye,0,0,ankaragucu,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Karaal,Metin Emre,Karaal,20,2003-01-15,Türkiye,Türkiye,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Gölgeli,Bahadır,Gölgeli,21,2003-07-01,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
T. Kemendi,Taha Veysel,Kemendi,20,2003-05-10,Türkiye,Türkiye,0,0,kasimpasa,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Aydın,Eyüp,Aydın,20,2004-08-02,Germany,Türkiye,0,0,galatasaray,Midfielder,False,9,0,36,0,1,0,4.0,0,0,0,0,0,0,0,0
R. Özkanlı,Hacı Ramazan,Özkanlı,20,2003-01-25,Türkiye,Türkiye,0,0,kasimpasa,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
J. Yılmaz,Jankat,Yılmaz,20,2004-08-16,Türkiye,Türkiye,0,0,galatasaray,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Demirci,Mehmet,Demirci,21,2002-03-18,Türkiye,Türkiye,0,0,fatih karagumruk,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Yazıcı,Emir,Yazıcı,21,2002-06-24,Türkiye,Türkiye,0,0,fatih karagumruk,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ö. Gümüş,Ömer Faruk,Gümüş,21,2003-07-07,Türkiye,Türkiye,0,0,fatih karagumruk,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kurtulan,Arda Okan,Kurtulan,21,2002-11-19,Türkiye,North Macedonia,0,0,adana demirspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
P. Yaldır,Polat,Yaldır,20,2003-05-17,Türkiye,Türkiye,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Altıkulaç,Semih,Altıkulaç,21,2002-02-08,France,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Demir,Ali Taha,Demir,18,2005-04-22,Türkiye,Türkiye,0,0,samsunspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Zehir,İsmail,Zehir,21,2003-06-29,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Ologo,Inainfe Michael,Ologo,20,2003-04-05,Nigeria,Nigeria,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
T. Şamdanlı,Tunahan,Şamdanlı,19,2005-03-18,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,3,0,45,0,0,0,9.0,0,0,0,0,0,0,0,0
K. Yağcı,Koray,Yağcı,20,2003-02-19,Türkiye,Türkiye,0,0,hatayspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Kılıçsoy,Semih,Kılıçsoy,19,2005-08-15,Türkiye,Türkiye,0,0,besiktas,Attacker,False,18,15,1267,9,2,0,9.0,3,0,0,0,0,0,0,0
N. Bilgiç,Necati,Bilgiç,19,2004-03-08,Türkiye,Türkiye,0,0,besiktas,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Demir,Cemal Azad,Demir,19,2004-02-17,Türkiye,Türkiye,0,0,besiktas,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Vardar,Berkay,Vardar,21,2003-01-14,Türkiye,Türkiye,0,0,besiktas,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Yıldız,Burak Selver,Yıldız,19,2004-02-09,Türkiye,Türkiye,0,0,besiktas,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Jaganjac,Hamza,Jaganjac,20,2004-02-27,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,adana demirspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
R. Aksoy,Ruhan Arda,Aksoy,20,2003-03-31,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Zaman,Emirhan,Zaman,20,2003-05-19,Türkiye,Türkiye,0,0,trabzonspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Tekke,Muhammet Berkay,Tekke,21,2003-06-05,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
E. Kayar,Emirhan,Kayar,19,2005-05-12,Türkiye,Türkiye,0,0,galatasaray,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Bülbül,Ali Turap,Bülbül,19,2005-01-25,Türkiye,Türkiye,0,0,galatasaray,Defender,False,3,1,96,0,0,0,12.0,0,0,0,0,0,0,0,0
A. Yeşilyurt,Ali,Yeşilyurt,19,2005-07-30,Türkiye,Türkiye,0,0,galatasaray,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Paoletti,Flavio,Paoletti,21,2003-01-16,Italy,Italy,0,0,fatih karagumruk,Midfielder,False,14,5,564,0,1,0,15.0,2,0,0,0,0,0,0,0
E. Sayhan,Efe,Sayhan,19,2005-01-01,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,1,0,3,0,0,0,1.0,0,0,0,0,0,0,0,0
H. Kırıkcı,Hüseyincan,Kırıkcı,19,2004-03-09,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Ergin,Muhammed Emin,Ergin,22,2001-04-24,Türkiye,Türkiye,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Koç,Musa,Koç,19,2004-09-07,Türkiye,Türkiye,0,0,alanyaspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kumru,Arda,Kumru,18,2005-07-05,Türkiye,Türkiye,0,0,ankaragucu,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Berberoğlu,Eren,Berberoğlu,21,2003-03-06,Türkiye,Türkiye,0,0,alanyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Serbest,Mücahit,Serbest,20,2004-11-23,Türkiye,Türkiye,0,0,i̇stanbulspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
H. Erkip,Hayrullah,Erkip,21,2003-06-20,Türkiye,Türkiye,0,0,kayserispor,Midfielder,False,4,0,61,0,0,0,3.0,0,0,0,0,0,0,0,0
Z. Kayalı,Zeki Furkan,Kayalı,20,2003-08-17,Türkiye,Türkiye,0,0,rizespor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Ateşyakan,Berkay,Ateşyakan,20,2003-05-31,Türkiye,Türkiye,0,0,ankaragucu,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Ceylan,Furkan,Ceylan,20,2003-01-01,Türkiye,Türkiye,0,0,ankaragucu,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Aydınlık,Bora,Aydınlık,18,2005-05-09,USA,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Bangoura,Sékou Tidiany,Bangoura,22,2002-04-05,Guinea,Guinea,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Sarka,Baran,Sarka,22,2001-06-11,Netherlands,Netherlands,0,0,hatayspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Demir,İbrahim,Demir,19,2005-07-01,Türkiye,Türkiye,0,0,hatayspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Tintiş,Emir,Tintiş,20,2004-01-12,Türkiye,Türkiye,0,0,fatih karagumruk,Defender,False,3,0,57,0,0,0,4.0,0,0,0,0,0,0,0,0
H. Akman,Hamza Yiğit,Akman,20,2004-09-27,Türkiye,Türkiye,0,0,galatasaray,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Aksaka,Özgür Baran,Aksaka,21,2003-01-29,Türkiye,Türkiye,0,0,galatasaray,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Demir,Yiğit Efe,Demir,20,2004-08-02,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Jo Jin-Ho,Jin-Ho,Jo,21,2003-07-10,Korea Republic,Korea Republic,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Kocatürk,Yusuf,Kocatürk,20,2004-07-27,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Keçeci,Umut Yaşar,Keçeci,19,2004-02-11,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Bağcı,Halil,Bağcı,21,2003-04-04,Türkiye,Türkiye,0,0,gazisehir gaziantep,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ü. Akdağ,Ümit,Akdağ,20,2003-10-06,Romania,Romania,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Şentürk,Yunus Emre,Şentürk,20,2003-05-05,Türkiye,Türkiye,0,0,kasimpasa,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Tak,Emirhan,Tak,20,2003-04-10,Türkiye,Türkiye,0,0,sivasspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Onaran,Kaan,Onaran,20,2004-01-01,Türkiye,Türkiye,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Balcı,Ethem,Balcı,21,2003-06-17,Türkiye,Türkiye,0,0,kayserispor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Akyüz,Furkan Onur,Akyüz,19,2005-09-21,Türkiye,Türkiye,0,0,fenerbahce,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
M. Kartal,Mustafa Arda,Kartal,19,2004-12-02,Türkiye,Türkiye,0,0,alanyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Boyacı,Hıjran Alı,Boyacı,18,2005-01-11,Canada,Türkiye,0,0,adana demirspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Akman,Efe,Akman,18,2006-03-20,Türkiye,Türkiye,0,0,galatasaray,Midfielder,False,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
Eren Çakır,Eren,Çakır,19,2004-02-18,Germany,Germany,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Kuzucu,Mehmet,Kuzucu,21,2003-09-20,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Kurnaz,Mehmet Fatih,Kurnaz,22,2001-07-11,Türkiye,Türkiye,0,0,fatih karagumruk,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Kahraman,Bedirhan,Kahraman,20,2003-01-01,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Aydın,Anıl Batın,Aydın,20,2003-01-09,Türkiye,Türkiye,0,0,sivasspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Çam,İbrahim,Çam,20,2003-01-01,Türkiye,Türkiye,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Erataman,Yağız Efe,Erataman,19,2005-08-18,Türkiye,Türkiye,0,0,istanbul basaksehir,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Omar Fayed,Omar,Fayed Abdelwahab El Rakhawy,20,2003-07-04,Egypt,Egypt,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Bulut,Emrecan,Bulut,22,2002-11-26,Türkiye,Türkiye,0,0,besiktas,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Güneş,Eray,Güneş,21,2003-09-04,Türkiye,Türkiye,0,0,alanyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Ezen,Emre,Ezen,19,2004-09-26,Türkiye,Türkiye,0,0,rizespor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Demiroğlu,Baran,Demiroğlu,19,2005-05-02,Türkiye,Türkiye,0,0,galatasaray,Attacker,False,2,0,15,0,0,0,3.0,0,0,0,0,0,0,0,0
C. Doğan,Caner,Doğan,20,2004-02-23,Türkiye,Türkiye,0,0,galatasaray,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Ordu,Atakan Nuri,Ordu,19,2005-03-29,Türkiye,Türkiye,0,0,galatasaray,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Kırtaş,Bartu,Kırtaş,20,2004-01-29,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Gürlek,Mevlüt Emir,Gürlek,18,2005-08-20,Türkiye,Türkiye,0,0,antalyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Keskin,Ali İhsan,Keskin,19,2004-07-17,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Erata,Yusuf,Erata,17,2007-01-06,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Çiçek,Emircan,Çiçek,17,2007-04-08,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Atmaca,Sirac Bera,Atmaca,18,2005-01-04,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Yılmaz,Emirhan,Yılmaz,20,2004-04-22,Türkiye,Türkiye,0,0,rizespor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Çevikkan,Onuralp,Çevikkan,18,2006-01-02,Türkiye,Türkiye,0,0,trabzonspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Arkutcu,Emirhan,Arkutcu,18,2006-01-14,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Sargın,Samet Seymen,Sargın,18,2006-04-01,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Yaşar,Emir,Yaşar,17,2006-01-16,Türkiye,Türkiye,0,0,besiktas,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Gürpüz,Gökdeniz,Gürpüz,18,2006-02-25,Germany,Türkiye,0,0,galatasaray,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
N. Eriş,Nihat,Eriş,19,2004-08-12,Türkiye,Türkiye,0,0,kasimpasa,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Aydın,Eren Emre,Aydın,20,2004-08-20,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Şebelek,Muhammet Enes,Şebelek,19,2005-09-07,Türkiye,Türkiye,0,0,rizespor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Özbakır,Habil,Özbakır,18,2005-02-06,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Emre,Eren,Emre,19,2004-08-20,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Yıldız,Yunus Emre,Yıldız,18,2005-05-25,Türkiye,Türkiye,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Sarıalioğlu,Enver Azmi,Sarıalioğlu,20,2004-06-25,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Demir,Muhammet Doğukan,Demir,18,2006-01-17,Türkiye,Türkiye,0,0,fenerbahce,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Öztürk,Ata,Öztürk,20,2003-01-23,Türkiye,Türkiye,0,0,adana demirspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Kaya,Eren,Kaya,20,2004-03-27,Türkiye,Türkiye,0,0,sivasspor,Attacker,False,2,0,5,0,0,0,1.0,0,0,0,0,0,0,0,0
A. Yılmaz,Emirhan Alperen,Yılmaz,18,2005-07-29,Türkiye,Türkiye,0,0,antalyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Dinç,Mert,Dinç,18,2005-03-17,Türkiye,Türkiye,0,0,kayserispor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Şentürk,Bilal Musa,Şentürk,19,2004-04-19,Türkiye,Türkiye,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Dursun,Muhammed Mert,Dursun,20,2004-11-30,Türkiye,Türkiye,0,0,sivasspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Yıldız,Ali,Yıldız,17,2007-03-12,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Kocakahya,Erkin,Kocakahya,19,2004-03-23,Türkiye,Türkiye,0,0,antalyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Yamaç,Enginalp,Yamaç,19,2004-09-01,Türkiye,Türkiye,0,0,antalyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Toy,Umut Mert,Toy,20,2004-05-08,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ç. Şendur,Çağdaş,Şendur,20,2004-07-05,Türkiye,Türkiye,0,0,konyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Aydın,Ahmet Necat,Aydın,19,2005-05-05,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Akçiçek,Yusuf,Akçiçek,18,2006-01-25,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. İmre,Muhammet,İmre,19,2005-01-24,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ç. Fedai,Çağrı,Fedai,18,2006-03-30,Türkiye,Türkiye,0,0,fenerbahce,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Akyazı,Kaan,Akyazı,19,2005-08-27,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Karayazı,Efekan,Karayazı,19,2005-04-06,Austria,Austria,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. İnan,Onur,İnan,18,2005-07-14,Türkiye,Türkiye,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Çelik,Berke,Çelik,19,2004-01-12,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Gündoğdu,Kadir Can,Gündoğdu,20,2003-08-31,Germany,Germany,0,0,alanyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Çiçek,İbrahim Yılmaz,Çiçek,17,2006-09-17,Türkiye,Türkiye,0,0,ankaragucu,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Karababa,Ata Berk,Karababa,19,2005-03-26,Türkiye,Türkiye,0,0,konyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Güney,Melih,Güney,19,2005-05-08,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Sarıgül,Muhammed Emin,Sarıgül,18,2005-07-12,Netherlands,Netherlands,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Ekinci,Arel,Ekinci,20,2004-07-11,Germany,Germany,0,0,hatayspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Başyiğit,Muhammet Onur,Başyiğit,20,2004-06-12,Türkiye,Türkiye,0,0,gazisehir gaziantep,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Altındaş,Ahmet Eren,Altındaş,18,2005-04-25,Türkiye,Türkiye,0,0,rizespor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Eser,Murat Uğur,Eser,19,2005-06-04,Türkiye,Türkiye,0,0,i̇stanbulspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Kara,Gökdeniz,Kara,20,2004-01-03,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kılınç,Alp Efe,Kılınç,20,2004-04-15,Türkiye,Türkiye,0,0,kasimpasa,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Yandal,Kerem,Yandal,18,2006-05-09,Türkiye,Türkiye,0,0,fatih karagumruk,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Tuğyan,Ahmet Tarık,Tuğyan,20,2004-08-14,Türkiye,Türkiye,0,0,fatih karagumruk,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Çalık,Erdem,Çalık,18,2006-06-05,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ö. Camcı,Ömer Bircan,Camcı,17,2007-02-01,Germany,Türkiye,0,0,fenerbahce,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Şan,Eren Arda,Şan,18,2006-06-20,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,4,0,22,0,0,0,1.0,0,0,0,0,0,0,0,0
Z. Dursun,Zeki,Dursun,18,2006-03-17,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Vardar,Baran Alp,Vardar,19,2005-06-02,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Vuruşaner,Emir Mustafa,Vuruşaner,19,2005-04-08,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,1,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Akyıldız,Mustafa Emir,Akyıldız,18,2006-03-23,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ü. Okan,Ümitcan,Okan,18,2006-02-24,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Demirel,Görkem İbrahim,Demirel,18,2006-04-04,Türkiye,Türkiye,0,0,fenerbahce,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Kayaarası,Kerem,Kayaarası,18,2006-03-18,Türkiye,Türkiye,0,0,fenerbahce,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Gülerer,Mehmet Can,Gülerer,19,2005-05-29,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Epözdemir,Yiğit,Epözdemir,19,2005-04-04,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Baraa Kaya,Baraa,Kaya,20,2004-01-01,Syria,Syria,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
